vendor_pn,brand,oem_display,description,broom_type,broom_type_label,size_in,filament,pattern,compatible_models,model_codes,phase,publish_status,slug,qty
SY11-4245,Power Boss,11-4245,"Main Broom 42"" 8 D.R. Proex",main_broom,Main Broom,"42""",,double_row,88,005,1,pending,power-boss-11-4245-main-broom-42,1
SY11-4250,Power Boss,11-4250,"Main Scrub 42"" Stiff Poly",cylindrical_scrub,Cylindrical Scrub,"42""",Stiff Poly,,9082,003,2,pending,power-boss-11-4250-cylindrical-scrub-42-stiff-poly,1
SY11-4251,Power Boss,11-4251,"Main Scrub 42"" .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,"42""",.035/180 Grit,,9082,003,2,pending,power-boss-11-4251-cylindrical-scrub-42-035-180-grit,1
SY11-4252,Power Boss,11-4252,"Main Scrub 42"" .070/46 Grit",cylindrical_scrub,Cylindrical Scrub,"42""",.070/46 Grit,,9082,003,2,pending,power-boss-11-4252-cylindrical-scrub-42-070-46-grit,1
SY11-4520,Power Boss,11-4520,"Main Broom 45"" 24 S.R. Union/Wire",main_broom,Main Broom,"45""",Union/Wire,single_row,72,015,1,pending,power-boss-11-4520-main-broom-45-union-wire,1
SY11-4521,Power Boss,11-4521,"Main Broom 45"" 24 S.R. Nylon",main_broom,Main Broom,"45""",Nylon,single_row,72,015,1,pending,power-boss-11-4521-main-broom-45-nylon,1
SY11-4522,Power Boss,11-4522,"Main Broom 45"" 8 D.R. Crimped Wire",main_broom,Main Broom,"45""",Crimped Wire,double_row,72,015,1,pending,power-boss-11-4522-main-broom-45-crimped-wire,1
SY11-4523,Power Boss,11-4523,"Main Broom 45'' 8 D.R. Proex & Wire",main_broom,Main Broom,,Wire,double_row,72,015,1,pending,power-boss-11-4523-main-broom-wire,1
SY11-4524,Power Boss,11-4524,"Main Broom 45"" 8 D.R. Nylon",main_broom,Main Broom,"45""",Nylon,double_row,72,015,1,pending,power-boss-11-4524-main-broom-45-nylon,1
SY11-4525,Power Boss,11-4525,"Main Broom 45"" 8 D.R. Stiff Nylon",main_broom,Main Broom,"45""",Stiff Nylon,double_row,72,015,1,pending,power-boss-11-4525-main-broom-45-stiff-nylon,1
SY11-4526,Power Boss,11-4526,"Main Broom 45"" 5 D.R. Nylon Patrol",main_broom,Main Broom,"45""",Nylon Patrol,double_row,72,015,1,pending,power-boss-11-4526-main-broom-45-nylon-patrol,1
SY11-4527,Power Boss,11-4527,"Main Broom 45"" 8 D.R. Proex",main_broom,Main Broom,"45""",,double_row,72,015,1,pending,power-boss-11-4527-main-broom-45,1
SY11-4805,Power Boss,11-4805,"Main Broom 48"" 8 D.R. Proex/Wire",main_broom,Main Broom,"48""",Proex/Wire,double_row,90|95|SW/7X|SW/62|SW/62E|SW/65|SW65E,004|009|027,1,pending,power-boss-11-4805-main-broom-48-proex-wire,1
SY11-4809,Power Boss,11-4809,"Main Broom 48"" 8 D.R. Stiff Nylon",main_broom,Main Broom,"48""",Stiff Nylon,double_row,90|95|SW/7X|SW/62|SW/62E|SW/65|SW65E|TSS90,004|009|027|030,1,pending,power-boss-11-4809-main-broom-48-stiff-nylon,1
SY11-4820,Power Boss,11-4820,"Main Scrub 48"" .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,"48""",.035/180 Grit,,9090,012,2,pending,power-boss-11-4820-cylindrical-scrub-48-035-180-grit,1
SY11-4821,Power Boss,11-4821,"Main Scrub 48"" .070/46 Grit",cylindrical_scrub,Cylindrical Scrub,"48""",.070/46 Grit,,9090,012,2,pending,power-boss-11-4821-cylindrical-scrub-48-070-46-grit,1
SY11-4822,Power Boss,11-4822,"Main Scrub 48"" Stiff Poly",cylindrical_scrub,Cylindrical Scrub,"48""",Stiff Poly,,9090,012,2,pending,power-boss-11-4822-cylindrical-scrub-48-stiff-poly,1
SY11-4830,Power Boss,11-4830,"Main Broom 48"" 5 D.R. Nylon Patrol",main_broom,Main Broom,"48""",Nylon Patrol,double_row,90|95|SW/7X|SW/62|SW/62E|SW/65|SW65E|TSS90,004|009|027|030,1,pending,power-boss-11-4830-main-broom-48-nylon-patrol,1
SY11-4831,Power Boss,11-4831,"Main Broom 48"" 24 S.R. Union/Wire",main_broom,Main Broom,"48""",Union/Wire,single_row,90|95|SW/7X|SW/62|SW/62E|SW/65|SW65E|TSS90,004|009|027|030,1,pending,power-boss-11-4831-main-broom-48-union-wire,1
SY11-4832,Power Boss,11-4832,"Main Broom 48"" 24 S.R. Nylon",main_broom,Main Broom,"48""",Nylon,single_row,90|95|SW/7X|SW/62|SW/62E|SW/65|SW65E|TSS90,004|009|027|030,1,pending,power-boss-11-4832-main-broom-48-nylon,1
SY11-4833,Power Boss,11-4833,"Main Broom 48"" 8 D.R. Crimped Wire",main_broom,Main Broom,"48""",Crimped Wire,double_row,SW/7X|SW/62|SW/62E|SW/65|SW65E|TSS90,009|027|030,1,pending,power-boss-11-4833-main-broom-48-crimped-wire,1
SY11-4835,Power Boss,11-4835,"Main Broom 48"" 8 D.R. Proex/Wire",main_broom,Main Broom,"48""",Proex/Wire,double_row,TSS90,030,1,pending,power-boss-11-4835-main-broom-48-proex-wire,1
SY11-4836,Power Boss,11-4836,"Main Broom 48"" 8 D.R. Nylon",main_broom,Main Broom,"48""",Nylon,double_row,90|95|SW/7X|SW/62|SW/62E|SW/65|SW65E|TSS90,004|009|027|030,1,pending,power-boss-11-4836-main-broom-48-nylon,1
SY11-4837,Power Boss,11-4837,"Main Broom 48"" 8 D.R. Proex",main_broom,Main Broom,"48""",,double_row,90|95|SW/7X|SW/62|SW/62E|SW/65|SW65E|TSS90,004|009|027|030,1,pending,power-boss-11-4837-main-broom-48,1
SY11-5600,Power Boss,11-5600,"Main Broom 56"" 24 S.R. Union/Wire",main_broom,Main Broom,"56""",Union/Wire,single_row,SW/10X|SW100,024,1,pending,power-boss-11-5600-main-broom-56-union-wire,1
SY11-5601,Power Boss,11-5601,"Main Broom 56"" 24 S.R. Nylon",main_broom,Main Broom,"56""",Nylon,single_row,SW/10X|SW100,024,1,pending,power-boss-11-5601-main-broom-56-nylon,1
SY11-5602,Power Boss,11-5602,"Main Broom 56"" 8 D.R. Crimped Wire",main_broom,Main Broom,"56""",Crimped Wire,double_row,SW/10X|SW100,024,1,pending,power-boss-11-5602-main-broom-56-crimped-wire,1
SY11-5603,Power Boss,11-5603,"Main Broom 56"" 8 D.R. Proex/Wire",main_broom,Main Broom,"56""",Proex/Wire,double_row,SW/10X|SW100,024,1,pending,power-boss-11-5603-main-broom-56-proex-wire,1
SY11-5604,Power Boss,11-5604,"Main Broom 56"" 8 D.R. Nylon",main_broom,Main Broom,"56""",Nylon,double_row,SW/10X|SW100,024,1,pending,power-boss-11-5604-main-broom-56-nylon,1
SY11-5605,Power Boss,11-5605,"Main Broom 56"" 8 D.R. Stiff Nylon",main_broom,Main Broom,"56""",Stiff Nylon,double_row,SW/10X|SW100,024,1,pending,power-boss-11-5605-main-broom-56-stiff-nylon,1
SY11-5606,Power Boss,11-5606,"Main Broom 56"" 5 D.R. Nylon Patrol",main_broom,Main Broom,"56""",Nylon Patrol,double_row,SW/10X|SW100,024,1,pending,power-boss-11-5606-main-broom-56-nylon-patrol,1
SY11-5607,Power Boss,11-5607,"Main Broom 56"" 8 D.R. Proex",main_broom,Main Broom,"56""",,double_row,SW/10X|SW100,024,1,pending,power-boss-11-5607-main-broom-56,1
SY1211043,Power Boss,1211043,"Rotary Brush 16"" .028 Nylon",rotary_brush,Rotary Brush,"16""",Nylon,,80|85|86|88|90|91|95|9090,002|004|005|012,2,pending,power-boss-1211043-rotary-brush-16-nylon,3
SY1211044,Power Boss,1211044,"Rotary Brush 16"" .050/80 Grit",rotary_brush,Rotary Brush,"16""",.050/80 Grit,,80|85|86|88|90|91|95,002|004,2,pending,power-boss-1211044-rotary-brush-16-050-80-grit,3
SY1211045,Power Boss,1211045,"Rotary Brush 16"" .070/46 Grit",rotary_brush,Rotary Brush,"16""",.070/46 Grit,,80|85|86|88|90|91|95|9090,002|004|005|012,2,pending,power-boss-1211045-rotary-brush-16-070-46-grit,3
SY1211046,Power Boss,1211046,"Rotary Brush 16"" Wire",rotary_brush,Rotary Brush,"16""",Wire,,80|85|86|88|90|91|95,002|004|005,2,pending,power-boss-1211046-rotary-brush-16-wire,3
SY1211052,Power Boss,1211052,"Rotary Brush 16"" .018/500 Grit",rotary_brush,Rotary Brush,"16""",.018/500 Grit,,80|85|86|88|90|91,002,2,pending,power-boss-1211052-rotary-brush-16-018-500-grit,3
SY1211053,Power Boss,1211053,"Rotary Brush 14"" .018/500 Grit",rotary_brush,Rotary Brush,"14""",.018/500 Grit,,TSS82-85,029,2,pending,power-boss-1211053-rotary-brush-14-018-500-grit,3
SY21-1207,Power Boss,21-1207,"Rotary Brush 12"" .050/80 Grit",rotary_brush,Rotary Brush,"12""",.050/80 Grit,,PBSB26|PBSB65|VS26|VS66,020,2,pending,power-boss-21-1207-rotary-brush-12-050-80-grit,2
SY21-1211,Power Boss,21-1211,"Rotary Brush 12"" .070/46 Grit",rotary_brush,Rotary Brush,"12""",.070/46 Grit,,PBSB26|PBSB65|VS26|VS66,020,2,pending,power-boss-21-1211-rotary-brush-12-070-46-grit,2
SY21-131334,Power Boss,21-131334,"Side Broom 13"" 3 S.R. Flat Wire",side_broom,Side Broom,"13""",Flat Wire,single_row,72|75|78|9082|9090|SW/7X|SW/75II,003|008|009|012|014|015|016,1,pending,power-boss-21-131334-side-broom-13-flat-wire,1
SY21-1314,Power Boss,21-1314,"Side Broom 13"" 3 S.R. Nylon",side_broom,Side Broom,"13""",Nylon,single_row,72|75|78|80|85|86|88|90|91|95|9082|9090|SW/6X|SW/7X|SW/8X|SW/9X|SW/10X|SW/62|SW/62E|SW/65|SW/75II|SW65E|SW100|TSS82-85,002|003|004|005|008|009|012|013|014|015|016|024|025|027|028|029,1,pending,power-boss-21-1314-side-broom-13-nylon,1
SY21-1315,Power Boss,21-1315,"Side Broom 13"" 3 S.R. Poly",side_broom,Side Broom,"13""",Poly,single_row,72|75|78|80|85|86|88|90|91|95|9082|9090|SW/6X|SW/7X|SW/8X|SW/9X|SW/10X|SW/62|SW/62E|SW/65|SW/75II|SW65E|SW100|TSS82-85,002|003|004|005|008|009|012|013|014|015|016|024|025|027|028|029,1,pending,power-boss-21-1315-side-broom-13-poly,1
SY21-141036,Power Boss,21-141036,"Rotary Brush 14"" .070/46 Grit 2,",rotary_brush,Rotary Brush,"14""",.070/46 Grit,,SCV82|SCV85|TSS82-85,011|029,2,pending,power-boss-21-141036-rotary-brush-14-070-46-grit,3 or 4
SY21-141136,Power Boss,21-141136,"Rotary Brush 14"" .050/80 Grit 2,",rotary_brush,Rotary Brush,"14""",.050/80 Grit,,SCV82|SCV85|TSS82-85,011|029,2,pending,power-boss-21-141136-rotary-brush-14-050-80-grit,3 or 4
SY21-141236,Power Boss,21-141236,"Rotary Brush 14"" .035/180 Grit 2,",rotary_brush,Rotary Brush,"14""",.035/180 Grit,,SCV82|SCV85|TSS82-85,011|029,2,pending,power-boss-21-141236-rotary-brush-14-035-180-grit,3 or 4
SY21-142136,Power Boss,21-142136,"Rotary Brush 14"" .028 Nylon 2,",rotary_brush,Rotary Brush,"14""",Nylon,,SCV82|SCV85|TSS82-85,011|029,2,pending,power-boss-21-142136-rotary-brush-14-nylon,3 or 4
SY21-1424,Power Boss,21-1424,"Rotary Brush 14"" .022/120 Grit",rotary_brush,Rotary Brush,"14""",.022/120 Grit,,62|65|78|82|85|4000|9082|SW/9X|TSS82-85,001|002|003|016|022|028|029,2,pending,power-boss-21-1424-rotary-brush-14-022-120-grit,1
SY21-1426,Power Boss,21-1426,"Rotary Brush 14"" .050/80 Grit",rotary_brush,Rotary Brush,"14""",.050/80 Grit,,62|65|78|82|85|4000|SW/9X|TSS82-85,001|002|016|022|028|029,2,pending,power-boss-21-1426-rotary-brush-14-050-80-grit,1
SY21-142736,Power Boss,21-142736,"Rotary Brush 14"" Wire 2,",rotary_brush,Rotary Brush,"14""",Wire,,SCV82|SCV85|TSS82-85,011|029,2,pending,power-boss-21-142736-rotary-brush-14-wire,3 or 4
SY21-1429,Power Boss,21-1429,"Rotary Brush 14"" .018/500 Grit",rotary_brush,Rotary Brush,"14""",.018/500 Grit,,62|65|78|82|85|4000|SW/9X|TSS82-85,001|002|016|022|028|029,2,pending,power-boss-21-1429-rotary-brush-14-018-500-grit,1
SY21-142936,Power Boss,21-142936,"Pad Driver 14"" 2,",pad_driver,Pad Driver,"14""",,,SCV82|SCV85|TSS82-85,011|029,2,pending,power-boss-21-142936-pad-driver-14,3 or 4
SY21-1431,Power Boss,21-1431,"Rotary Brush 14"" .028 Nylon",rotary_brush,Rotary Brush,"14""",Nylon,,62|65|78|82|85|4000|9082|SW/9X|TSS82-85,001|002|003|016|022|028|029,2,pending,power-boss-21-1431-rotary-brush-14-nylon,1
SY21-1433,Power Boss,21-1433,"Pad Driverpad Driver 14""",pad_driver,Pad Driver,"14""",,,62|65|78|82|85|4000|9082|SW/9X|TSS82-85,001|002|003|016|022|028|029,2,pending,power-boss-21-1433-pad-driver-14,1
SY21-1434,Power Boss,21-1434,"Rotary Brush 14"" Wire",rotary_brush,Rotary Brush,"14""",Wire,,62|65|78|4000|9082,001|003|016|022,2,pending,power-boss-21-1434-rotary-brush-14-wire,1
SY21-1435,Power Boss,21-1435,"Side Broom 14"" 3 S.R. Flat Wire",side_broom,Side Broom,"14""",Flat Wire,single_row,52|80|82|85|86|88|90|91|95|9082|9090|SW/8X|SW/10X|SW/62|SW/62E|SW/65|SW65E|SW100,002|003|004|005|010|012|013|024|027,1,pending,power-boss-21-1435-side-broom-14-flat-wire,1
SY21-1436,Power Boss,21-1436,"Side Broom 14"" 3 S.R. Flat Wire",side_broom,Side Broom,"14""",Flat Wire,single_row,52|80|82|85|86|88|90|91|95|9082|9090|SW/8X|SW/10X|SW/62|SW/62E|SW/65|SW65E|SW100,002|003|004|005|010|012|013|024|027,1,pending,power-boss-21-1436-side-broom-14-flat-wire,1
SY21-1437,Power Boss,21-1437,"Side Broom 14"" 3 S.R. Poly",side_broom,Side Broom,"14""",Poly,single_row,52|80|82|85|86|88|90|91|95|9082|9090|SW/8X|SW/10X|SW/62|SW/62E|SW/65|SW65E|SW100,002|003|004|005|010|012|013|024|027,1,pending,power-boss-21-1437-side-broom-14-poly,1
SY21-161036,Power Boss,21-161036,"Rotary Brush 16"" .070/46 Grit 2,3, or",rotary_brush,Rotary Brush,"16""",.070/46 Grit,,80|85|86|88|90|91|SB/SCV88|SB/SCV90|SW/9X,002|018|028,2,pending,power-boss-21-161036-rotary-brush-16-070-46-grit,4
SY21-1610B2,Power Boss,21-1610B2,"Rotary Brush 16"" .070/46 Grit",rotary_brush,Rotary Brush,"16""",.070/46 Grit,,PBSB17|PBSB34|PBSB45|PBSB85|VB85,007|017|023,2,pending,power-boss-21-1610b2-rotary-brush-16-070-46-grit,1
SY21-161136,Power Boss,21-161136,"Rotary Brush 16"" .050/80 Grit 2,3, or",rotary_brush,Rotary Brush,"16""",.050/80 Grit,,80|85|86|88|90|91|SB/SCV88|SB/SCV90|SW/9X,002|018|028,2,pending,power-boss-21-161136-rotary-brush-16-050-80-grit,4
SY21-1611B2,Power Boss,21-1611B2,"Rotary Brush 16"" .050/80 Grit",rotary_brush,Rotary Brush,"16""",.050/80 Grit,,PBSB17|PBSB34|PBSB45|PBSB85|VB85,007|017|023,2,pending,power-boss-21-1611b2-rotary-brush-16-050-80-grit,1
SY21-161236,Power Boss,21-161236,"Rotary Brush 16"" .035/180 Grit 2,3, or",rotary_brush,Rotary Brush,"16""",.035/180 Grit,,80|85|86|88|90|91|SB/SCV88|SB/SCV90,002|018,2,pending,power-boss-21-161236-rotary-brush-16-035-180-grit,4
SY21-1612B2,Power Boss,21-1612B2,"Rotary Brush 16"" Wire",rotary_brush,Rotary Brush,"16""",Wire,,PBSB17|PBSB34|PBSB45|PBSB85|VB85,007|017|023,2,pending,power-boss-21-1612b2-rotary-brush-16-wire,1
SY21-1614B2,Power Boss,21-1614B2,"Rotary Brush 16"" .035/180 Grit",rotary_brush,Rotary Brush,"16""",.035/180 Grit,,PBSB17|PBSB34|PBSB45|PBSB85|VB85,007|017|023,2,pending,power-boss-21-1614b2-rotary-brush-16-035-180-grit,1
SY21-1617B2,Power Boss,21-1617B2,"Rotary Brush 16"" .018/500 Grit",rotary_brush,Rotary Brush,"16""",.018/500 Grit,,PBSB17|PBSB34|PBSB45|PBSB85|VB85,007|017|023,2,pending,power-boss-21-1617b2-rotary-brush-16-018-500-grit,1
SY21-1620,Power Boss,21-1620,"Rotary Brush 16"" .018/500 Grit",rotary_brush,Rotary Brush,"16""",.018/500 Grit,,80|85|86|88|90|91|95,002|004|005,2,pending,power-boss-21-1620-rotary-brush-16-018-500-grit,3
SY21-162138,Power Boss,21-162138,"Rotary Brush 16"" .028 Nylon 2,3, or",rotary_brush,Rotary Brush,"16""",Nylon,,80|85|86|88|90|91|SB/SCV88|SB/SCV90|SW/9X,002|018|028,2,pending,power-boss-21-162138-rotary-brush-16-nylon,4
SY21-1621B2,Power Boss,21-1621B2,"Rotary Brush 16"" .028 Poly",rotary_brush,Rotary Brush,"16""",Poly,,PBSB17|PBSB34|PBSB45|PBSB85|VB85,007|017|023,2,pending,power-boss-21-1621b2-rotary-brush-16-poly,1
SY21-1624,Power Boss,21-1624,"Pad Driverpad Driver 16""",pad_driver,Pad Driver,"16""",,,80|85|86|88|90|91|95|9090,002|004|005|012,2,pending,power-boss-21-1624-pad-driver-16,3
SY21-162736,Power Boss,21-162736,"Rotary Brush 16"" Wire 2,3, or",rotary_brush,Rotary Brush,"16""",Wire,,80|85|86|88|90|91|SB/SCV88|SB/SCV90|SW/9X,002|018|028,2,pending,power-boss-21-162736-rotary-brush-16-wire,4
SY21-1627B2,Power Boss,21-1627B2,"Pad Driver 16""",pad_driver,Pad Driver,"16""",,,PBSB17|PBSB34|PBSB45|PBSB85|VB85,007|017|023,2,pending,power-boss-21-1627b2-pad-driver-16,1
SY21-162836,Power Boss,21-162836,"Rotary Brush 16"" Butcher Wire",rotary_brush,Rotary Brush,"16""",Wire,,SW/9X,028,2,pending,power-boss-21-162836-rotary-brush-16-wire,3
SY21-1629B2,Power Boss,21-1629B2,"Rotary Brush 16"" .028 Nylon",rotary_brush,Rotary Brush,"16""",Nylon,,PBSB17|PBSB34|PBSB45|PBSB85|VB85,007|017|023,2,pending,power-boss-21-1629b2-rotary-brush-16-nylon,1
SY21-191034,Power Boss,21-191034,"Rotary Brush 19"" .070/46 Grit",rotary_brush,Rotary Brush,"19""",.070/46 Grit,,38B|200|205|380|3800|B53|MC20532,019,2,pending,power-boss-21-191034-rotary-brush-19-070-46-grit,1
SY21-191134,Power Boss,21-191134,"Rotary Brush 19"" .050/80 Grit",rotary_brush,Rotary Brush,"19""",.050/80 Grit,,38B|200|205|380|3800|B53|MC20532,019,2,pending,power-boss-21-191134-rotary-brush-19-050-80-grit,1
SY21-191334,Power Boss,21-191334,"Rotary Brush 19"" .022/120 Grit",rotary_brush,Rotary Brush,"19""",.022/120 Grit,,38B|200|205|380|3800|B53|MC20532,019,2,pending,power-boss-21-191334-rotary-brush-19-022-120-grit,1
SY21-191434,Power Boss,21-191434,"Rotary Brush 19"" .018/500 Grit",rotary_brush,Rotary Brush,"19""",.018/500 Grit,,38B|200|205|380|3800|B53|MC20532,019,2,pending,power-boss-21-191434-rotary-brush-19-018-500-grit,1
SY21-192134,Power Boss,21-192134,"Rotary Brush 19"" .028 Nylon",rotary_brush,Rotary Brush,"19""",Nylon,,38B|200|205|380|3800|B53|MC20532,019,2,pending,power-boss-21-192134-rotary-brush-19-nylon,1
SY21-192934,Power Boss,21-192934,"Pad Driver 19""",pad_driver,Pad Driver,"19""",,,38B|200|205|380|3800|B53|MC20532,019,2,pending,power-boss-21-192934-pad-driver-19,1
SY21-192936,Power Boss,21-192936,"Pad Driver 16"" 2,3, or",pad_driver,Pad Driver,"16""",,,80|85|86|88|90|91|SB/SCV88|SB/SCV90,002|018,2,pending,power-boss-21-192936-pad-driver-16,4
SY21-4241,Power Boss,21-4241,"Main Broom 42"" 8 D.R. Proex/Wire",main_broom,Main Broom,"42""",Proex/Wire,double_row,88,005,1,pending,power-boss-21-4241-main-broom-42-proex-wire,1
SY21-98475,Power Boss,21-98475,"Rotary Brush 12"" Bassine",rotary_brush,Rotary Brush,"12""",Bassine,,PBSB26|PBSB65|VS26|VS66,020,2,pending,power-boss-21-98475-rotary-brush-12-bassine,2
SY21-98476,Power Boss,21-98476,"Rotary Brush 12"" .028 Nylon",rotary_brush,Rotary Brush,"12""",Nylon,,PBSB26|PBSB65|VS26|VS66,020,2,pending,power-boss-21-98476-rotary-brush-12-nylon,2
SY82748,Power Boss,82748,"Main Broom 42"" 24 S.R. Nylon",main_broom,Main Broom,"42""",Nylon,single_row,88,005,1,pending,power-boss-82748-main-broom-42-nylon,1
SY11-2201,Tennant,11-2201,"Main Broom 22"" 8 D.R. Union Fiber",main_broom,Main Broom,"22""",,double_row,6100,036,1,pending,tennant-11-2201-main-broom-22,1
SY11-2202,Tennant,11-2202,"Main Broom 22"" 8 S.R. Proex",main_broom,Main Broom,"22""",,single_row,6100,036,1,pending,tennant-11-2202-main-broom-22,1
SY11-2401,Tennant,11-2401,"Main Broom 24"" 18 S.R. Union Fiber",main_broom,Main Broom,"24""",,single_row,3460|6080,009,1,pending,tennant-11-2401-main-broom-24,1
SY11-2402,Tennant,11-2402,"Main Broom 24"" 6 D.R. Proex/Wire",main_broom,Main Broom,"24""",Proex/Wire,double_row,3460|6080,009,1,pending,tennant-11-2402-main-broom-24-proex-wire,1
SY11-2403,Tennant,11-2403,"Main Broom 24"" 6 D.R. Proex",main_broom,Main Broom,"24""",,double_row,3460|6080,009,1,pending,tennant-11-2403-main-broom-24,1
SY11-2405,Tennant,11-2405,"Main Scrub 24"" 18 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"24""",.050/80 Grit,single_row,5400-24C,020,2,pending,tennant-11-2405-cylindrical-scrub-24-050-80-grit,2
SY11-2406,Tennant,11-2406,"Main Scrub 24"" 18 S.R. Poly",cylindrical_scrub,Cylindrical Scrub,"24""",Poly,single_row,5400-24C,020,2,pending,tennant-11-2406-cylindrical-scrub-24-poly,2
SY11-2407,Tennant,11-2407,"Main Scrub 24"" 18 S.R. Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"24""",Soft Nylon,single_row,5400-24C,020,2,pending,tennant-11-2407-cylindrical-scrub-24-soft-nylon,2
SY11-2408,Tennant,11-2408,"Main Scrub 24"" 18 S.R. Stiff Poly",cylindrical_scrub,Cylindrical Scrub,"24""",Stiff Poly,single_row,5400-24C,020,2,pending,tennant-11-2408-cylindrical-scrub-24-stiff-poly,2
SY11-2600,Tennant,11-2600,"Main Broom 26"" 18 S.R. Union Fiber",main_broom,Main Broom,"26""",,single_row,40|42|186|1186,001,1,pending,tennant-11-2600-main-broom-26,1
SY11-2601,Tennant,11-2601,"Main Broom 26"" 18 S.R. Union/Wire",main_broom,Main Broom,"26""",Union/Wire,single_row,40|42|186|1186,001,1,pending,tennant-11-2601-main-broom-26-union-wire,1
SY11-2602,Tennant,11-2602,"Main Broom 26"" 6 D.R. Crimped Wire",main_broom,Main Broom,"26""",Crimped Wire,double_row,40|42|186|1186,001,1,pending,tennant-11-2602-main-broom-26-crimped-wire,1
SY11-2604,Tennant,11-2604,"Main Broom 26"" 6 D.R. Nylon",main_broom,Main Broom,"26""",Nylon,double_row,40|42|186|1186,001,1,pending,tennant-11-2604-main-broom-26-nylon,1
SY11-2605,Tennant,11-2605,"Main Broom 26"" 6 D.R. Proex",main_broom,Main Broom,"26""",,double_row,40|42|186|1186,001,1,pending,tennant-11-2605-main-broom-26,1
SY11-2606,Tennant,11-2606,"Main Broom 26"" 6 D.R. Union Fiber",main_broom,Main Broom,"26""",,double_row,40|42|186|1186,001,1,pending,tennant-11-2606-main-broom-26,1
SY11-2607,Tennant,11-2607,"Main Scrub 26"" 18 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"26""",.050/80 Grit,single_row,40|42|186|1186,001,2,pending,tennant-11-2607-cylindrical-scrub-26-050-80-grit,1
SY11-2608,Tennant,11-2608,"Main Broom 26"" 24 S.R. Poly",main_broom,Main Broom,"26""",Poly,single_row,40|42|186|1186,001,1,pending,tennant-11-2608-main-broom-26-poly,1
SY11-2640,Tennant,11-2640,"Main Scrub 26"" 18 S.R. Nylon",cylindrical_scrub,Cylindrical Scrub,"26""",Nylon,single_row,T5,045,2,pending,tennant-11-2640-cylindrical-scrub-26-nylon,2
SY11-2641,Tennant,11-2641,"Main Scrub 26"" 18 S.R. Poly",cylindrical_scrub,Cylindrical Scrub,"26""",Poly,single_row,T5,045,2,pending,tennant-11-2641-cylindrical-scrub-26-poly,2
SY11-2642,Tennant,11-2642,"Main Scrub 26"" 18 S.R. Stiff Poly",cylindrical_scrub,Cylindrical Scrub,"26""",Stiff Poly,single_row,T5,045,2,pending,tennant-11-2642-cylindrical-scrub-26-stiff-poly,2
SY11-2643,Tennant,11-2643,"Main Scrub 26"" 18 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"26""",.050/80 Grit,single_row,T5,045,2,pending,tennant-11-2643-cylindrical-scrub-26-050-80-grit,2
SY11-2801,Tennant,11-2801,"Main Broom 28"" 18 S.R. Union",main_broom,Main Broom,"28""",,single_row,28B|37B|140|140E,044,1,pending,tennant-11-2801-main-broom-28,1
SY11-2802,Tennant,11-2802,"Main Scrub 28"" 18 S.R. Poly",cylindrical_scrub,Cylindrical Scrub,"28""",Poly,single_row,5700-700C|7100-28C|7200-700C,014,2,pending,tennant-11-2802-cylindrical-scrub-28-poly,2
SY11-2803,Tennant,11-2803,"Main Broom 28"" 6 D.R. Proex",main_broom,Main Broom,"28""",,double_row,28B|37B|140|140E,044,1,pending,tennant-11-2803-main-broom-28,1
SY11-2805,Tennant,11-2805,"Main Scrub 28"" 18 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",.050/80 Grit,single_row,5700-700C|7100-28C|7200-700C,014,2,pending,tennant-11-2805-cylindrical-scrub-28-050-80-grit,2
SY11-2807,Tennant,11-2807,"Main Scrub 28"" 18 S.R. Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"28""",Soft Nylon,single_row,5700-700C|7100-28C|7200-700C,014,2,pending,tennant-11-2807-cylindrical-scrub-28-soft-nylon,2
SY11-2808,Tennant,11-2808,"Main Scrub 28"" 18 S.R. Stiff Poly",cylindrical_scrub,Cylindrical Scrub,"28""",Stiff Poly,single_row,5700-700C|7100-28C|7200-700C,014,2,pending,tennant-11-2808-cylindrical-scrub-28-stiff-poly,2
SY11-2809,Tennant,11-2809,"Main Broom 28"" 8 D.R. Union Fiber",main_broom,Main Broom,"28""",,double_row,6200,037,1,pending,tennant-11-2809-main-broom-28,1
SY11-2810,Tennant,11-2810,"Main Broom 28"" 8 S.R. Proex",main_broom,Main Broom,"28""",,single_row,6200,037,1,pending,tennant-11-2810-main-broom-28,1
SY11-3201,Tennant,11-3201,"Main Scrub 32"" 18 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"32""",.050/80 Grit,single_row,5700-800C|7100-32C|T5,016|045,2,pending,tennant-11-3201-cylindrical-scrub-32-050-80-grit,2
SY11-3202,Tennant,11-3202,"Main Scrub 32"" 18 S.R. Poly",cylindrical_scrub,Cylindrical Scrub,"32""",Poly,single_row,5700-800C|7100-32C|T5,016|045,2,pending,tennant-11-3202-cylindrical-scrub-32-poly,2
